Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-30,,,,,,,,,,,,,501981,20180330-laa-oak-1
2018-04-03,4.0,1.0,9.2,4.0,1.0,9.2,4.0,1.0,9.2,4.0,1.0,9.2,501981,20180403-tex-oak-1
2018-04-05,4.0,1.0,5.4799999999999995,4.0,1.0,5.976,4.0,1.0,6.037999999999999,4.0,1.0,6.1,501981,20180405-tex-oak-1
2018-04-10,4.473684210526316,1.9473684210526314,5.963157894736841,4.360341151385928,1.720682302771855,6.164818763326225,4.346753766164511,1.6935075323290227,6.1982002399680045,4.333333333333333,1.6666666666666667,6.233333333333333,501981,20180410-oak-lad-1
2018-04-11,4.276923076923077,1.1384615384615384,5.978461538461538,4.259169329073482,1.2375718849840256,6.118543130990414,4.254796081567372,1.2443962415033984,6.145638344662135,4.25,1.25,6.175,501981,20180411-oak-lad-1
2018-04-14,4.938388625592417,6.843601895734596,16.889099526066346,4.6651750353173655,4.680543193343187,12.714493593878865,4.63230703014206,4.436230681495422,12.257434655237901,4.6,4.2,11.819999999999999,501981,20180414-oak-sea-1
2018-04-20,4.960902255639097,7.266165413533835,18.829774436090226,4.732708975595181,5.350075102196027,14.62771300911276,4.699877383774585,5.091138914331998,14.084564112240088,4.666666666666667,4.833333333333333,13.549999999999999,501981,20180420-bos-oak-1
2018-04-21,4.97474502185527,5.755706653715396,13.225157843613406,4.780640642212241,4.9286504899243075,12.542586264910765,4.748064816003185,4.755387427215554,12.304835917611264,4.714285714285714,4.571428571428571,12.042857142857143,501981,20180421-bos-oak-1
2018-04-22,4.636637589214909,4.799841395717684,10.718984932593182,4.653656413000656,4.6149232988988125,11.478325414302732,4.6409534312750855,4.504042925989134,11.402080312519518,4.625,4.375,11.2875,501981,20180422-bos-oak-1
2018-04-23,4.418757498304732,4.526107140994211,18.070554483334206,4.555725258976593,4.522795160782643,14.582857803379751,4.557821853120762,4.438668622880028,14.099567839043228,4.555555555555555,4.333333333333333,13.61111111111111,501981,20180423-oak-tex-1
