Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-30,,,,,,,,,,,,,502671,20180330-col-ari-1
2018-04-02,4.0,9.0,9.2,4.0,9.0,9.2,4.0,9.0,9.2,4.0,9.0,9.2,502671,20180402-lad-ari-1
2018-04-03,5.800000000000001,8.4,16.52,5.5600000000000005,8.479999999999999,15.543999999999999,5.53,8.49,15.421999999999997,5.5,8.5,15.299999999999999,502671,20180403-lad-ari-1
2018-04-04,4.947368421052631,7.263157894736842,13.19473684210526,4.997867803837953,7.586353944562899,13.366098081023454,4.999466737768298,7.626583122250367,13.368524196773764,5.0,7.666666666666667,13.366666666666665,502671,20180404-lad-ari-1
2018-04-09,4.138461538461539,5.492307692307692,9.167692307692308,4.436932907348243,6.298658146964855,10.596025559105431,4.46921631347461,6.399632147141144,10.751431827269094,4.5,6.5,10.899999999999999,502671,20180409-ari-sfo-1
2018-04-11,4.085308056872038,4.151658767772512,11.675355450236966,4.335029111308907,5.296102432611198,11.786401384930713,4.367718549393492,5.447932871369053,11.821873307054412,4.4,5.6,11.86,502671,20180411-ari-sfo-1
2018-04-14,4.054135338345865,5.192481203007519,18.992631578947368,4.267453994812109,5.639777273776703,15.80295905368517,4.300143495050308,5.73315378484893,15.474845107721155,4.333333333333333,5.833333333333333,15.166666666666666,502671,20180414-ari-lad-1
2018-04-15,4.034968431277319,6.540553666828558,23.38552695483244,4.219493103707441,6.24234548881886,18.59988112959872,4.251952710535325,6.257675837114442,18.031774444646796,4.285714285714286,6.285714285714286,17.485714285714288,502671,20180415-ari-lad-1
2018-04-19,4.02283901665345,4.96558287073751,22.800872323552735,4.183788887087919,5.552257191058358,19.104167204311146,4.215876954619381,5.648042092978082,18.557007967629662,4.25,5.75,18.0125,502671,20180419-sfo-ari-1
2018-04-21,4.015022690522143,4.292890303061917,17.051014553231443,4.156253537550547,5.169876651197719,17.14089385256452,4.1878777411836134,5.3045913718072555,16.928365638390854,4.222222222222222,5.444444444444445,16.677777777777777,502671,20180421-sdg-ari-1
2018-04-22,4.009926755708746,4.87196897888841,18.628024127531237,4.134434128321254,5.285795953520384,17.777532256469442,4.165531961810142,5.387301796587253,17.495893691600656,4.2,5.5,17.18,502671,20180422-sdg-ari-1
