Date,Game_ID,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-18,20180418-bos-laa-1,,,,,,,,,,,,,519048,20180418-bos-laa-1
2018-04-27,20180427-tam-bos-1,5.0,9.0,41.4,5.0,9.0,41.4,5.0,9.0,41.4,5.0,9.0,41.4,519048,20180427-tam-bos-1
