Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-30,,,,,,,,,,,,,572008,20180330-col-ari-1
2018-04-02,4.0,9.0,22.1,4.0,9.0,22.1,4.0,9.0,22.1,4.0,9.0,22.1,572008,20180402-lad-ari-1
2018-04-03,5.800000000000001,8.4,26.060000000000002,5.5600000000000005,8.479999999999999,25.532,5.53,8.49,25.466,5.5,8.5,25.4,572008,20180403-lad-ari-1
2018-04-04,4.947368421052631,7.263157894736842,15.13684210526316,4.997867803837953,7.586353944562899,17.412793176972283,4.999466737768298,7.626583122250367,17.67582988934809,5.0,7.666666666666667,17.933333333333334,572008,20180404-lad-ari-1
2018-04-09,4.138461538461539,5.492307692307692,15.163076923076924,4.436932907348243,6.298658146964855,16.79151437699681,4.46921631347461,6.399632147141144,17.019249900039988,4.5,6.5,17.25,572008,20180409-ari-sfo-1
2018-04-11,4.085308056872038,4.151658767772512,10.493838862559242,4.335029111308907,5.296102432611198,13.574984689003033,4.367718549393492,5.447932871369053,13.98669864790732,4.4,5.6,14.4,572008,20180411-ari-sfo-1
2018-04-14,4.054135338345865,5.192481203007519,6.659248120300753,4.267453994812109,5.639777273776703,10.836920619830787,4.300143495050308,5.73315378484893,11.41638523083059,4.333333333333333,5.833333333333333,12.0,572008,20180414-ari-lad-1
2018-04-15,4.034968431277319,6.540553666828558,7.558814958717824,4.219493103707441,6.24234548881886,10.543381644464786,4.251952710535325,6.257675837114442,11.060524301566593,4.285714285714286,6.285714285714286,11.6,572008,20180415-ari-lad-1
2018-04-19,4.02283901665345,4.96558287073751,4.936907216494846,4.183788887087919,5.552257191058358,8.828324652797246,4.215876954619381,5.648042092978082,9.476827209529384,4.25,5.75,10.15,572008,20180419-sfo-ari-1
2018-04-21,2.988315685149445,4.292890303061917,3.247321475144751,3.706791930154223,5.169876651197719,7.505660323109631,3.798778124434806,5.3045913718072555,8.247683931121866,3.888888888888889,5.444444444444445,9.022222222222222,572008,20180421-sdg-ari-1
2018-04-22,3.3314950452391217,4.87196897888841,6.284211977595865,3.7477358151093165,5.285795953520384,8.161182880083684,3.822711026800826,5.387301796587253,8.71776400730855,3.9,5.5,9.34,572008,20180422-sdg-ari-1
