Date,Game_ID,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-07,20180407-lad-sfo-1,,,,,,,,,,,,,457706,20180407-lad-sfo-1
2018-04-10,20180410-ari-sfo-1,6.0,7.0,9.0,6.0,7.0,9.0,6.0,7.0,9.0,6.0,7.0,9.0,457706,20180410-ari-sfo-1
2018-04-11,20180411-ari-sfo-1,5.3999999999999995,5.800000000000001,14.52,5.4799999999999995,5.96,13.784,5.49,5.98,13.691999999999997,5.5,6.0,13.6,457706,20180411-ari-sfo-1
2018-04-14,20180414-sfo-sdg-1,4.263157894736841,4.473684210526316,11.999999999999998,4.5863539445629,4.893390191897655,12.132196162046908,4.626583122250367,4.946673776829757,12.134382082389015,4.666666666666667,5.0,12.133333333333333,457706,20180414-sfo-sdg-1
2018-04-15,20180415-sfo-sdg-1,4.569230769230768,4.276923076923077,9.715384615384615,4.702492012779553,4.642555910543131,10.550862619808306,4.725611755297882,4.6956197520991605,10.640166933226709,4.75,4.75,10.725,457706,20180415-sfo-sdg-1
2018-04-17,20180417-sfo-ari-1,4.350710900473933,3.018957345971564,7.137440758293838,4.538653122218503,3.793019818554479,8.789810633589468,4.568652228020714,3.8962077731028693,8.987496643085638,4.6,4.0,9.18,457706,20180417-sfo-ari-1
2018-04-18,20180418-sfo-ari-1,4.222556390977443,1.915789473684211,4.529323308270677,4.4300071978596565,3.0279706110032194,7.016912525633887,4.464151910388511,3.1802078529627935,7.3358786459315075,4.5,3.3333333333333335,7.6499999999999995,457706,20180418-sfo-ari-1
2018-04-20,20180420-sfo-laa-1,4.497814473045168,2.6537153958232156,5.0500242836328315,4.532220525176388,3.2022787035369,6.834555814382806,4.5501872243136186,3.311832983463533,7.12139110571858,4.571428571428571,3.4285714285714284,7.414285714285714,457706,20180420-sfo-laa-1
2018-04-23,20180423-was-sfo-1,4.672006344171293,4.5081681205392545,6.6629500396510695,4.608312663914058,3.9827081455358186,7.300668134935662,4.614593500670229,3.9831064483228755,7.490608269031204,4.625,4.0,7.699999999999999,457706,20180423-was-sfo-1
2018-04-27,20180427-lad-sfo-1,4.442021803766106,4.334254864117678,5.409357884304418,4.517174934673274,3.9852988204365967,6.656339730666884,4.534880802147865,3.9852975398172408,6.908176950214848,4.555555555555555,4.0,7.177777777777777,457706,20180427-lad-sfo-1
2018-04-28,20180428-lad-sfo-2,4.292080999569151,4.899302024989229,4.659908660060319,4.444956079857789,4.266633823795555,6.1736927954287815,4.471263215942055,4.2249219700174905,6.467134262106787,4.5,4.2,6.779999999999999,457706,20180428-lad-sfo-2
2018-04-30,20180430-sdg-sfo-1,4.1935819165158,5.944956852980314,10.743606188499076,4.386488886597816,4.757197840370306,8.34524823863606,4.419350746023754,4.640769458302676,8.255281789432152,4.454545454545454,4.545454545454546,8.227272727272727,457706,20180430-sdg-sfo-1
