Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-04,,,,,,,,,,,,,624636,20180404-tex-oak-1
2018-04-16,3.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,624636,20180416-tex-tam-1
2018-04-21,3.0,3.2,0.0,3.0,3.04,0.0,3.0,3.02,0.0,3.0,3.0,0.0,624636,20180421-sea-tex-1
