Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-30,,,,,,,,,,,,,543760,20180330-laa-oak-1
2018-04-03,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,543760,20180403-tex-oak-1
2018-04-05,4.6,1.0,3.0,4.5200000000000005,1.0,3.0,4.51,1.0,3.0,4.5,1.0,3.0,543760,20180405-tex-oak-1
2018-04-10,4.789473684210525,1.9473684210526314,4.51578947368421,4.6929637526652455,1.720682302771855,4.153091684434968,4.679909345420611,1.6935075323290227,4.109612051726437,4.666666666666667,1.6666666666666667,4.066666666666666,543760,20180410-oak-lad-1
2018-04-11,4.461538461538461,1.1384615384615384,5.132307692307692,4.498402555910543,1.2375718849840256,4.6716421725239625,4.499600159936026,1.2443962415033984,4.610935225909636,4.5,1.25,4.55,543760,20180411-oak-lad-1
2018-04-14,5.0521327014218,6.843601895734596,16.828436018957344,4.848613027821101,4.680543193343187,11.884916830664457,4.82415671225718,4.436230681495422,11.314284396026078,4.8,4.2,10.76,543760,20180414-oak-sea-1
2018-04-20,5.033082706766917,7.266165413533835,14.040902255639098,4.879147664769872,5.350075102196027,11.343371151521737,4.856471154225647,5.091138914331998,10.925745707417462,4.833333333333333,4.833333333333333,10.5,543760,20180420-bos-oak-1
2018-04-21,5.021369596891695,5.755706653715396,10.131811559009229,4.900819375801105,4.9286504899243075,9.847205369720347,4.879516023737934,4.755387427215554,9.653194711625657,4.857142857142857,4.571428571428571,9.428571428571429,543760,20180421-bos-oak-1
2018-04-22,4.667089611419509,4.799841395717684,19.48620142743854,4.7542860698092495,4.6149232988988125,14.28032726071051,4.753582846320964,4.504042925989134,13.58315540207442,4.75,4.375,12.8875,543760,20180422-bos-oak-1
2018-04-23,4.438787752334255,4.526107140994211,18.08775755046685,4.641278526684876,4.522795160782643,14.448077230430144,4.655843247423643,4.438668622880028,13.81879991432275,4.666666666666667,4.333333333333333,13.166666666666666,543760,20180423-oak-tex-1
