Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-29,,,,,,,,,,,,,605412,20180329-sfo-lad-1
2018-03-30,4.0,1.0,21.7,4.0,1.0,21.7,4.0,1.0,21.7,4.0,1.0,21.7,605412,20180330-sfo-lad-1
2018-04-01,4.0,1.0,19.900000000000002,4.0,1.0,20.139999999999997,4.0,1.0,20.169999999999998,4.0,1.0,20.2,605412,20180401-sfo-lad-1
2018-04-03,4.0,0.5263157894736842,13.31578947368421,4.0,0.6396588486140725,15.044776119402982,4.0,0.6532462338354886,15.256499133448873,4.0,0.6666666666666666,15.466666666666667,605412,20180403-sea-sfo-1
2018-04-07,4.0,1.9692307692307687,16.798461538461538,4.0,1.5831309904153352,16.91334185303514,4.0,1.5407916833266693,16.965289284286285,4.0,1.5,17.025,605412,20180407-lad-sfo-1
2018-04-11,5.151658767772512,3.9004739336492884,16.261611374407583,4.6996758151574785,2.8464817370428133,16.560392288157043,4.648940123135407,2.7216914557412806,16.62669627732386,4.6,2.6,16.7,605412,20180411-ari-sfo-1
2018-04-14,4.730827067669174,3.571428571428571,12.511879699248123,4.558551736313881,2.8774462537177623,14.430369209457714,4.529685426415111,2.772835775312526,14.673845164392251,4.5,2.6666666666666665,14.916666666666666,605412,20180414-sfo-sdg-1
2018-04-15,4.472073822243808,3.723166585721224,12.33064594463332,4.45839006544225,3.0787469597416233,13.994545945419997,4.444639584456022,2.9698682204318088,14.244534856927293,4.428571428571429,2.857142857142857,14.5,605412,20180415-sfo-sdg-1
2018-04-17,4.30832672482157,2.7785884218873913,8.053544805709757,4.38382527084806,2.7406040728165157,11.718099480873606,4.380974029577407,2.687813365947876,12.204936388060569,4.375,2.625,12.6875,605412,20180417-sfo-ari-1
2018-04-20,3.8605706535913624,1.8276563559543064,6.324041521047418,4.176499827317719,2.3300053022148415,10.411949145502103,4.201861874361199,2.3392043157536624,11.011057314463395,4.222222222222222,2.3333333333333335,11.61111111111111,605412,20180420-sfo-laa-1
2018-04-23,4.247083153813012,3.9214131839724256,5.196473933649291,4.291494262322655,3.1217693581093964,9.376936728326596,4.29679072730951,3.012487327575918,10.0582391776822,4.3,2.9,10.75,605412,20180423-was-sfo-1
