Date,Game_ID,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-06,20180406-tor-tex-1,,,,,,,,,,,,,500208,20180406-tor-tex-1
2018-04-07,20180407-tor-tex-1,5.0,8.0,30.9,5.0,8.0,30.9,5.0,8.0,30.9,5.0,8.0,30.9,500208,20180407-tor-tex-1
2018-04-17,20180417-kan-tor-1,3.8000000000000003,3.8000000000000003,14.16,3.96,4.36,16.392,3.9799999999999995,4.430000000000001,16.671,4.0,4.5,16.95,500208,20180417-kan-tor-1
2018-04-17,20180417-kan-tor-2,3.894736842105263,7.210526315789473,22.705263157894734,3.9744136460554373,6.752665245202559,22.088272921108743,3.9869350753232897,6.708172243700841,22.0557392347687,4.0,6.666666666666667,22.03333333333333,500208,20180417-kan-tor-2
2018-04-19,20180419-tor-nyy-1,4.3538461538461535,6.292307692307692,13.273846153846154,4.262364217252396,6.260575079872205,15.88661980830671,4.2555957616953215,6.25517193122751,16.206647141143545,4.25,6.25,16.525,500208,20180419-tor-nyy-1
2018-04-21,20180421-tor-nyy-1,4.218009478672985,5.028436018957346,11.709952606635072,4.201174251394322,5.500126570908289,14.327131086631663,4.200306980006172,5.551034706601609,14.69101565496353,4.2,5.6,15.059999999999999,500208,20180421-tor-nyy-1
2018-04-25,20180425-bos-tor-1,4.138345864661654,3.5563909774436095,7.430977443609025,4.160597558160065,4.592454470142464,11.437359662108024,4.163496884128327,4.714698279941687,11.991271019077868,4.166666666666667,4.833333333333333,12.549999999999999,500208,20180425-bos-tor-1
2018-04-26,20180426-bos-tor-1,4.089363768819816,3.35939776590578,11.420835356969405,4.1317985790907805,4.306889337771568,12.739724588916127,4.137245963345991,4.439387781198309,13.06841884343717,4.142857142857143,4.571428571428571,13.428571428571429,500208,20180426-bos-tor-1
2018-04-27,20180427-tex-tor-1,4.05836637589215,3.5816019032513884,8.499920697858844,4.1103593405064345,4.256968665053658,11.155395830229255,4.117594450712534,4.376474203831829,11.626776005447507,4.125,4.5,12.125,500208,20180427-tex-tor-1
2018-04-29,20180429-tex-tor-1,4.038391320223255,3.724792655573524,7.712805800427732,4.093825244981361,4.218469481971823,10.412975771849293,4.102342465477856,4.32764554768957,10.922923850813758,4.111111111111111,4.444444444444445,11.466666666666667,500208,20180429-tex-tor-1
