Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-30,,,,,,,,,,,,,572039,20180330-laa-oak-1
2018-04-03,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,572039,20180403-tex-oak-1
2018-04-05,4.0,1.0,1.2,4.0,1.0,1.44,4.0,1.0,1.47,4.0,1.0,1.5,572039,20180405-tex-oak-1
2018-04-10,4.0,1.9473684210526314,3.473684210526315,4.0,1.720682302771855,3.0831556503198296,4.0,1.6935075323290227,3.040794560725237,4.0,1.6666666666666667,3.0,572039,20180410-oak-lad-1
2018-04-11,4.0,1.1384615384615384,4.523076923076922,4.0,1.2375718849840256,3.9021086261980833,4.0,1.2443962415033984,3.8255637744902042,4.0,1.25,3.75,572039,20180411-oak-lad-1
2018-04-14,4.0,6.843601895734596,3.9383886255924163,4.0,4.680543193343187,3.691714096732838,4.0,4.436230681495422,3.646983288665602,4.0,4.2,3.6,572039,20180414-oak-sea-1
2018-04-20,4.0,7.266165413533835,11.70766917293233,4.0,5.350075102196027,8.029918976545842,4.0,5.091138914331998,7.60774697037332,4.0,4.833333333333333,7.2,572039,20180420-bos-oak-1
2018-04-21,4.354055366682855,5.755706653715396,9.757649344341914,4.1793238913419914,4.9286504899243075,7.701770784831088,4.1605591502388055,4.755387427215554,7.381720313058928,4.142857142857143,4.571428571428571,7.057142857142858,572039,20180421-bos-oak-1
2018-04-22,4.231245043616178,4.799841395717684,9.668279143536877,4.150153867530838,4.6149232988988125,7.994282778809357,4.137569547540031,4.504042925989134,7.685025408627942,4.125,4.375,7.362500000000001,572039,20180422-bos-oak-1
2018-04-23,4.1521047415366965,4.526107140994211,9.508017317823798,4.127657734645109,4.522795160782643,8.174923978909948,4.119726794798654,4.438668622880028,7.881517419590292,4.111111111111111,4.333333333333333,7.566666666666667,572039,20180423-oak-tex-1
