Date,Game_ID,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-06,20180406-tor-tex-1,,,,,,,,,,,,,456665,20180406-tor-tex-1
2018-04-07,20180407-tor-tex-1,5.0,8.0,6.2,5.0,8.0,6.2,5.0,8.0,6.2,5.0,8.0,6.2,456665,20180407-tor-tex-1
2018-04-17,20180417-kan-tor-1,4.4,3.8000000000000003,15.499999999999998,4.48,4.36,14.26,4.49,4.430000000000001,14.104999999999999,4.5,4.5,13.95,456665,20180417-kan-tor-1
2018-04-17,20180417-kan-tor-2,3.7368421052631575,7.210526315789473,15.689473684210524,3.9466950959488276,6.752665245202559,14.850959488272922,3.9733368884148783,6.708172243700841,14.7274230102653,4.0,6.666666666666667,14.6,456665,20180417-kan-tor-2
2018-04-19,20180419-tor-nyy-1,4.261538461538461,6.292307692307692,15.61076923076923,4.242428115015975,6.260575079872205,15.033188498402557,4.245603758496602,6.25517193122751,14.932307277089166,4.25,6.25,14.825,456665,20180419-tor-nyy-1
2018-04-21,20180421-tor-nyy-1,4.545023696682463,5.028436018957346,10.769668246445498,4.41911302373817,5.500126570908289,12.226744841214757,4.408789755114636,5.551034706601609,12.351189625861245,4.4,5.6,12.459999999999999,456665,20180421-tor-nyy-1
2018-04-25,20180425-bos-tor-1,4.345864661654135,3.5563909774436095,10.305714285714288,4.3345782461668,4.592454470142464,11.676762484212245,4.333667110465975,4.714698279941687,11.827231032453101,4.333333333333333,4.833333333333333,11.966666666666667,456665,20180425-bos-tor-1
2018-04-26,20180426-bos-tor-1,3.8693540553666828,3.35939776590578,12.215590092277807,4.0952564817637995,4.306889337771568,12.398225091336393,4.119534652508116,4.439387781198309,12.449039526953646,4.142857142857143,4.571428571428571,12.5,456665,20180426-bos-tor-1
2018-04-27,20180427-tex-tor-1,3.567803330689929,3.5816019032513884,7.978398096748615,3.917094735365825,4.256968665053658,10.381446856022517,3.959234496270417,4.376474203831829,10.66652839457448,4.0,4.5,10.9375,456665,20180427-tex-tor-1
2018-04-29,20180429-tex-tor-1,4.057952115173961,3.724792655573524,9.69696938083564,4.079336182332631,4.218469481971823,10.773759891070789,4.094221649145937,4.32764554768957,10.969179363696243,4.111111111111111,4.444444444444445,11.166666666666666,456665,20180429-tex-tor-1
