Date,Game_ID,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-07,20180407-nym-was-1,,,,,,,,,,,,,572191,20180407-nym-was-1
2018-04-13,20180413-col-was-1,4.0,2.0,9.2,4.0,2.0,9.2,4.0,2.0,9.2,4.0,2.0,9.2,572191,20180413-col-was-1
2018-04-15,20180415-col-was-1,4.0,1.4000000000000001,3.68,4.0,1.48,4.4159999999999995,4.0,1.49,4.507999999999999,4.0,1.5,4.6,572191,20180415-col-was-1
2018-04-18,20180418-was-nym-1,4.0,3.1052631578947363,14.915789473684207,4.0,2.7484008528784645,12.698081023454158,4.0,2.707105719237435,12.445887215037994,4.0,2.6666666666666665,12.199999999999998,572191,20180418-was-nym-1
2018-04-20,20180420-was-lad-1,3.5846153846153848,3.8923076923076914,8.719999999999999,3.7192332268370607,3.380575079872204,9.13288178913738,3.7348040783686525,3.3151719312275088,9.14528868452619,3.75,3.25,9.149999999999999,572191,20180420-was-lad-1
2018-04-21,20180421-was-lad-1,3.7440758293838865,4.317535545023697,11.399526066350708,3.784715133797699,3.7582658968977873,10.664499718277655,3.7921695030481373,3.679622776031246,10.563160407253063,3.8,3.6,10.459999999999999,572191,20180421-was-lad-1
2018-04-22,20180422-was-lad-1,3.4721804511278203,2.739849624060151,7.233984962406014,3.6264386891746914,3.0002265288661336,8.51347825024106,3.6465937704510623,3.003424337135925,8.621985180348572,3.6666666666666665,3.0,8.716666666666667,572191,20180422-was-lad-1
2018-04-24,20180424-was-sfo-1,3.6590577950461394,2.831957260806217,20.923895094706168,3.6934271570867008,3.0001859068283574,15.217774814149829,3.7033363743565397,3.00287452847525,14.60731156238139,3.7142857142857144,3.0,14.028571428571427,572191,20180424-was-sfo-1
2018-04-28,20180428-ari-was-1,3.7773195876288663,2.8902458366375896,22.580570975416336,3.7432963466336697,3.0001556659799724,16.922883687133105,3.745814046158971,3.002462940175897,16.19561406437428,3.75,3.0,15.487499999999999,572191,20180428-ari-was-1
2018-04-29,20180429-ari-was-1,4.195764435866674,2.927807626101925,16.906108184236608,3.9315763613212913,3.000132344019447,15.286411400659128,3.9084818041493983,3.002143497149725,14.873244222718684,3.888888888888889,3.0,14.43333333333333,572191,20180429-ari-was-1
