Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-30,,,,,,,,,,,,,594828,20180330-hou-tex-1
2018-04-02,4.0,1.0,9.2,4.0,1.0,9.2,4.0,1.0,9.2,4.0,1.0,9.2,594828,20180402-bal-hou-1
2018-04-03,4.0,4.0,5.4799999999999995,4.0,3.6,5.976,4.0,3.55,6.037999999999999,4.0,3.5,6.1,594828,20180403-bal-hou-1
2018-04-06,4.0,6.842105263157894,2.884210526315789,4.0,5.906183368869937,3.822601279317697,4.0,5.786561791761098,3.94430075989868,4.0,5.666666666666667,4.066666666666666,594828,20180406-sdg-hou-1
2018-04-07,4.0,4.415384615384616,4.178461538461538,4.0,4.528690095846646,4.433942492012779,4.0,4.51718512594962,4.4894638144742105,4.0,4.5,4.55,594828,20180407-sdg-hou-1
2018-04-08,4.0,3.104265402843602,2.5744075829383886,4.0,3.705710389430105,3.3998350495259713,4.0,3.7563709430416963,3.5183327476152604,4.0,3.8,3.6399999999999997,594828,20180408-sdg-hou-1
2018-04-11,3.6345864661654135,3.431578947368421,1.633684210526316,3.798300761886654,3.7650683796667264,2.7140909103255337,3.8162315867539407,3.8011422682595577,2.8717743213143567,3.8333333333333335,3.8333333333333335,3.033333333333333,594828,20180411-hou-min-1
2018-04-18,4.118018455560952,5.049052938319573,6.790966488586693,4.013794145487846,4.524492797392133,5.132436606570291,4.006296437264266,4.475307297641439,5.011742910475146,4.0,4.428571428571429,4.914285714285714,594828,20180418-hou-sea-1
2018-04-21,4.077081681205392,5.725773195876289,7.626582077716098,4.011550297502372,4.927175359678485,5.79409367943315,4.005394884217256,4.8368044909025665,5.611436956845557,4.0,4.75,5.449999999999999,594828,20180421-hou-chw-1
2018-04-22,4.050701580512232,7.188566063324814,7.069907673047833,4.009819825741931,5.687188665304681,5.824942674704829,4.004695168423477,5.506470288832225,5.6618335339036046,4.0,5.333333333333333,5.51111111111111,594828,20180422-hou-chw-1
