Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-01,,,,,,,,,,,,,543281,20180401-pit-det-1
2018-04-02,4.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,0.0,543281,20180402-min-pit-1
2018-04-04,4.6,3.4,3.7199999999999998,4.5200000000000005,3.08,3.224,4.51,3.04,3.162,4.5,3.0,3.1,543281,20180404-min-pit-1
2018-04-05,4.789473684210525,3.2105263157894735,7.736842105263156,4.6929637526652455,3.0511727078891258,6.458422174840085,4.679909345420611,3.026129849353419,6.295960538594854,4.666666666666667,3.0,6.133333333333333,543281,20180405-cin-pit-1
2018-04-06,4.876923076923076,3.953846153846153,9.59076923076923,4.779169329073483,3.598338658146965,8.07046645367412,4.764796081567374,3.549592163134746,7.861687724910036,4.75,3.5,7.6499999999999995,543281,20180406-cin-pit-1
2018-04-07,4.924170616113743,7.810426540284359,15.659715639810424,4.830672622304244,6.024268950931317,12.112151623782262,4.815673834830573,5.8101551459582685,11.655459234038073,4.8,5.6,11.2,543281,20180407-cin-pit-1
2018-04-08,4.586466165413534,6.418045112781955,11.21639097744361,4.663126587263863,5.615975445791969,10.375087202748766,4.665778748477431,5.477505807056329,10.156743431305976,4.666666666666667,5.333333333333333,9.916666666666666,543281,20180408-cin-pit-1
2018-04-10,4.378824672170957,5.915978630403109,11.564643030597377,4.544212147183373,5.505516331881435,10.702337666911657,4.558881878374839,5.400837880441269,10.484806969695345,4.571428571428571,5.285714285714286,10.242857142857144,543281,20180410-pit-chc-1
2018-04-14,4.594290245836638,6.638858049167327,9.703822363203807,4.618353648463532,5.911285732996992,9.969957302160388,4.622043213897038,5.77299794973341,9.871288464348709,4.625,5.625,9.7375,543281,20180414-pit-mia-1
2018-04-15,4.390902926294925,4.70903969537322,6.382828230139275,4.525711573537598,5.175474273018505,8.476252957259813,4.54136428852086,5.153940725405373,8.590983611583706,4.555555555555555,5.111111111111111,8.655555555555557,543281,20180415-pit-mia-1
