Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-29,,,,,,,,,,,,,607387,20180329-hou-tex-1
2018-04-01,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,607387,20180401-hou-tex-1
2018-04-02,3.0,1.6,0.0,3.0,1.52,0.0,3.0,1.51,0.0,3.0,1.5,0.0,607387,20180402-tex-oak-1
2018-04-03,3.0,1.3157894736842106,4.263157894736841,3.0,1.3326226012793179,3.2430703624733472,3.0,1.3331555792560994,3.1207838954806024,3.0,1.3333333333333333,3.0,607387,20180403-tex-oak-1
2018-04-05,3.0,2.4307692307692306,3.7384615384615376,3.0,2.0815335463258786,3.1748242811501597,3.0,2.040391843262695,3.0887524990003996,3.0,2.0,3.0,607387,20180405-tex-oak-1
2018-04-06,3.3838862559241707,3.800947867298578,4.68341232227488,3.2332252717191596,2.995418949706437,3.8803717101771174,3.2163133743784695,2.8969080448630518,3.7617569444682033,3.2,2.8,3.6399999999999997,607387,20180406-tor-tex-1
2018-04-07,3.243609022556391,4.239097744360902,2.9720300751879694,3.1861839121046276,3.3997414202871,3.097703692637812,3.1765618088050376,3.2833899163691207,3.070464839765938,3.1666666666666665,3.1666666666666665,3.033333333333333,607387,20180407-tor-tex-1
2018-04-09,3.5114133074307916,4.508499271491016,4.22112676056338,3.332120579822742,3.6867060159546248,3.7078167059724874,3.3087723450574793,3.559007372688259,3.6211080908072235,3.2857142857142856,3.4285714285714284,3.5285714285714285,607387,20180409-laa-tex-1
2018-04-11,3.6808881839809673,3.985249801744648,2.75695479777954,3.440762314305267,3.575001821456321,3.10467843593383,3.4077455218455923,3.4789661082403915,3.1026210646043557,3.375,3.375,3.0875,607387,20180411-laa-tex-1
2018-04-14,3.790099629648949,3.305826508789318,9.239940535183349,3.5245476040149186,3.339034204681689,5.890639476012732,3.484560852001474,3.287144392940121,5.514698736702619,3.4444444444444446,3.2222222222222223,5.155555555555555,607387,20180414-tex-hou-1
