Date,Game_ID,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-10,20180410-nyy-bos-1,,,,,,,,,,,,,571788,20180410-nyy-bos-1
2018-04-11,20180411-nyy-bos-1,4.0,14.0,9.7,4.0,14.0,9.7,4.0,14.0,9.7,4.0,14.0,9.7,571788,20180411-nyy-bos-1
2018-04-12,20180412-nyy-bos-1,3.4,9.8,7.6000000000000005,3.48,10.36,7.88,3.49,10.43,7.914999999999999,3.5,10.5,7.949999999999999,571788,20180412-nyy-bos-1
2018-04-15,20180415-bal-bos-1,3.684210526315789,8.0,6.936842105263157,3.6673773987206824,8.788912579957357,7.274626865671642,3.666844420743901,8.893880815891215,7.320317291027863,3.6666666666666665,9.0,7.366666666666666,571788,20180415-bal-bos-1
2018-04-17,20180417-bos-laa-1,3.815384615384615,5.923076923076923,5.301538461538461,3.7607667731629393,7.1635782747603844,6.074453674121406,3.7551959216313473,7.330847660935627,6.174586765293883,3.75,7.5,6.2749999999999995,571788,20180417-bos-laa-1
2018-04-19,20180419-bos-laa-1,4.270142180094787,7.488151658767773,14.28388625592417,4.0497872792154235,7.8251035023395215,11.351302863768874,4.024463692263351,7.908221010128825,11.047134911362592,4.0,8.0,10.76,571788,20180419-bos-laa-1
2018-04-20,20180420-bos-oak-1,4.171428571428572,7.675187969924814,13.522406015037596,4.039745222929937,7.860379992666332,11.522484429535671,4.0199680383539755,7.925087089466777,11.258995099388267,4.0,8.0,11.0,571788,20180420-bos-oak-1
2018-04-22,20180422-bos-oak-1,4.1107333657115115,7.436134045653231,9.796891694997575,4.032617954891885,7.706093304348611,9.994199357729805,4.0167619870839255,7.776555892485102,9.932937864404032,4.0,7.857142857142857,9.857142857142858,571788,20180422-bos-oak-1
2018-04-25,20180425-bos-tor-1,4.0723235527359245,5.20364789849326,9.693909595559083,4.027312100140758,6.615235304872125,9.913809584094219,4.014361928146592,6.806257236802368,9.87094781599445,4.0,7.0,9.8125,571788,20180425-bos-tor-1
2018-04-26,20180426-bos-tor-1,4.047571853320119,4.7917166553648745,12.77611496531219,4.02322018666388,6.223419350256311,11.230161339835282,4.012499187900721,6.442286031689579,11.016074756345045,4.0,6.666666666666667,10.8,571788,20180426-bos-tor-1
