Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-29,,,,,,,,,,,,,593934,20180329-min-bal-1
2018-03-31,5.0,2.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,5.0,2.0,0.0,593934,20180331-min-bal-1
2018-04-01,4.4,4.4,13.319999999999999,4.48,4.08,11.543999999999999,4.49,4.04,11.322,4.5,4.0,11.1,593934,20180401-min-bal-1
2018-04-02,4.6842105263157885,5.63157894736842,15.868421052631575,4.667377398720682,5.132196162046908,14.122601279317697,4.666844420743901,5.0663911478469545,13.880349286761765,4.666666666666667,5.0,13.633333333333333,593934,20180402-min-pit-1
2018-04-04,4.3999999999999995,4.953846153846153,14.34461538461538,4.48,4.814313099041533,13.58279872204473,4.490000000000001,4.783588564574171,13.434727508996401,4.5,4.75,13.274999999999999,593934,20180404-min-pit-1
2018-04-07,4.630331753554502,5.7393364928909945,18.588625592417056,4.601277141293963,5.3240705204105785,16.338868701055848,4.60031982093302,5.263028001182159,16.022975976883263,4.6,5.2,15.7,593934,20180407-sea-min-1
2018-04-09,4.765413533834587,5.103759398496241,19.725563909774433,4.681699238113346,5.057006505235424,17.420204799478498,4.6737684132460595,5.030923349519571,17.066233673571187,4.666666666666667,5.0,16.7,593934,20180409-hou-min-1
2018-04-12,4.494414764448762,3.2967459932005836,12.741622146673143,4.55945427800999,4.1501644201748435,14.29634588686158,4.565588729357524,4.223162571604146,14.326093697165716,4.571428571428571,4.285714285714286,14.314285714285715,593934,20180412-chw-min-1
2018-04-17,4.322918318794607,3.5406819984139575,10.403172085646313,4.468449702497628,4.1257376710155,12.946806763801934,4.484605115782744,4.191209121110758,13.133925042523998,4.5,4.25,13.275,593934,20180417-cle-min-1
2018-04-18,4.2124041521047415,2.6711699963486524,7.869542538208754,4.398266317074657,3.657437978377544,11.456570844962252,4.421751894174218,3.777309705780926,11.819556259121587,4.444444444444445,3.888888888888889,12.133333333333333,593934,20180418-cle-min-1
2018-04-20,5.158000861697544,2.443498492029298,11.543405428694527,4.7615751600185705,3.425991586255433,12.468050952451211,4.728403246164591,3.5659202654272906,12.6379016195493,4.7,3.7,12.790000000000001,593934,20180420-min-tam-1
2018-04-23,5.104717902443761,3.9800969737120147,7.6505988041051065,4.792904164898396,3.8956160056047757,10.829750055775873,4.758321257663121,3.9442047461323773,11.245760952801492,4.7272727272727275,4.0,11.627272727272727,593934,20180423-min-nyy-1
