Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-29,,,,,,,,,,,,,431145,20180329-nyy-tor-1
2018-03-30,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,431145,20180330-nyy-tor-1
2018-04-01,3.0,1.6,1.7999999999999998,3.0,1.52,1.56,3.0,1.51,1.5299999999999998,3.0,1.5,1.5,431145,20180401-nyy-tor-1
2018-04-02,3.473684210526315,4.157894736842104,5.305263157894736,3.3603411513859274,3.4946695095948828,4.313006396588486,3.3467537661645115,3.413678176243168,4.189601386481803,3.3333333333333335,3.3333333333333335,4.066666666666666,431145,20180402-chw-tor-1
2018-04-04,3.2769230769230764,4.092307692307692,12.323076923076922,3.2591693290734822,3.6365495207667733,9.335079872204473,3.2547960815673735,3.5691683326669335,8.965885645741702,3.25,3.5,8.6,431145,20180404-chw-tor-1
2018-04-09,3.554502369668246,3.672985781990521,8.936018957345972,3.431949763598207,3.488090085823242,7.974191783506587,3.4159936557635926,3.446049610038382,7.7835414777444765,3.4,3.4,7.58,431145,20180409-tor-bal-1
2018-04-10,3.717293233082707,4.8887218045112775,5.670676691729325,3.5465250634905554,4.1964396398354005,6.365803376203606,3.523315574969549,4.099153433956841,6.353172410944488,3.5,4.0,6.316666666666666,431145,20180410-tor-bal-1
2018-04-13,3.8173870811073343,3.865954346770277,4.725109276347743,3.6278439537314915,3.802565536522314,5.762234417290762,3.5998516211845115,3.762115142379861,5.814789898039036,3.5714285714285716,3.7142857142857144,5.8428571428571425,431145,20180413-tor-cle-1
2018-04-18,3.8807295796986523,5.299920697858842,3.086122125297384,3.6883813458763774,4.4853483064539175,4.824910818633955,3.6571467191957097,4.368915122417961,4.982201351488179,3.625,4.25,5.1125,431145,20180418-kan-tor-1
2018-04-20,4.263783840175265,8.619633821918523,5.178509206614157,3.884888755400846,6.060659056918484,5.480389023953639,3.831314618165986,5.747765472915034,5.529249297374708,3.7777777777777777,5.444444444444445,5.566666666666666,431145,20180420-tor-nyy-1
2018-04-22,4.513520034467902,8.409444205084016,8.645800947867299,4.040604068881181,6.331470677157988,6.865573991120993,3.9703155745056793,6.015641462494708,6.703255414660498,3.9,5.7,6.55,431145,20180422-tor-nyy-1
