Date,Game_ID,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-04,20180404-cle-laa-1,,,,,,,,,,,,,405395,20180404-cle-laa-1
2018-04-06,20180406-oak-laa-1,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,405395,20180406-oak-laa-1
2018-04-07,20180407-oak-laa-1,4.6,9.0,12.239999999999998,4.5200000000000005,8.200000000000001,11.008,4.51,8.1,10.854,4.5,8.0,10.7,405395,20180407-oak-laa-1
2018-04-09,20180409-laa-tex-1,4.31578947368421,6.157894736842104,7.863157894736841,4.332622601279318,6.326226012793177,8.12238805970149,4.3331555792561,6.331555792560992,8.130595920543929,4.333333333333333,6.333333333333333,8.133333333333333,405395,20180409-laa-tex-1
2018-04-12,20180412-laa-kan-1,4.6,6.9230769230769225,13.610769230769227,4.5200000000000005,6.796166134185304,11.934530351437697,4.510000000000001,6.774020391843262,11.729146541383447,4.5,6.75,11.524999999999999,405395,20180412-laa-kan-1
2018-04-13,20180413-laa-kan-1,4.753554502369669,6.95260663507109,11.84075829383886,4.631948130425196,6.843705342925503,11.25012371285552,4.615993553445451,6.82290280342437,11.138795643843466,4.6,6.8,11.02,405395,20180413-laa-kan-1
2018-04-14,20180414-laa-kan-1,4.843609022556392,6.239097744360902,18.001353383458643,4.706183912104628,6.471831379951926,14.769750465144703,4.686561808805037,6.48791084773728,14.365990303064132,4.666666666666667,6.5,13.966666666666667,405395,20180414-laa-kan-1
2018-04-18,20180418-bos-laa-1,4.544924720738224,5.800388538125304,13.752209810587663,4.579548264982915,6.207896849499694,13.197124685636716,4.576328028196884,6.249013146393482,13.02275400909807,4.571428571428571,6.285714285714286,12.828571428571427,405395,20180418-bos-laa-1
2018-04-23,20180423-laa-hou-1,4.355908009516258,3.78842188739096,10.02261697065821,4.485275067124278,5.198078818216069,11.538392167290636,4.493806712079377,5.354250504206265,11.587649673568094,4.5,5.5,11.6,405395,20180423-laa-hou-1
2018-04-24,20180424-laa-hou-1,4.234103593970061,3.176360127275573,7.6192269573835505,4.412570896557932,4.718940936144225,10.259165677927092,4.4297600446066845,4.919204642317547,10.473832607981972,4.444444444444445,5.111111111111111,10.644444444444444,405395,20180424-laa-hou-1
2018-04-25,20180425-laa-hou-1,4.154691943127963,4.812615252046532,8.325058164584233,4.354959060248745,5.177111493700975,10.181083191316386,4.378645297964459,5.285627896737588,10.381794601664538,4.4,5.4,10.55,405395,20180425-laa-hou-1
2018-04-27,20180427-nyy-laa-1,4.102524857366405,3.864111159972359,11.823821381047294,4.308317468158184,4.7596392978607325,11.300468177758484,4.336935247242607,4.923696276398499,11.29809481969052,4.363636363636363,5.090909090909091,11.290909090909091,405395,20180427-nyy-laa-1
2018-04-28,20180428-nyy-laa-1,4.068084460836835,3.5738368620163277,9.934653784524363,4.269897572174486,4.540368040878461,10.66489128998674,4.302278377906184,4.72582653424563,10.77370917741459,4.333333333333333,4.916666666666667,10.866666666666667,405395,20180428-nyy-laa-1
