Date,Game_ID,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-04-06,20180406-atl-col-1,,,,,,,,,,,,,542255,20180406-atl-col-1
2018-04-07,20180407-atl-col-1,5.0,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,542255,20180407-atl-col-1
2018-04-09,20180409-atl-was-1,5.0,4.4,4.8,5.0,4.88,4.5600000000000005,5.0,4.94,4.53,5.0,5.0,4.5,542255,20180409-atl-was-1
2018-04-10,20180410-atl-was-1,4.526315789473684,2.3157894736842106,2.5263157894736845,4.639658848614073,3.1215351812366734,2.9168443496801713,4.653246233835489,3.227036395147314,2.959205439274764,4.666666666666667,3.3333333333333335,3.0,542255,20180410-atl-was-1
2018-04-11,20180411-atl-was-1,4.3076923076923075,1.7692307692307694,2.723076923076923,4.460063897763579,2.525878594249201,2.940191693290735,4.48000799680128,2.6364354258296685,2.970023990403839,4.5,2.75,3.0,542255,20180411-atl-was-1
2018-04-13,20180413-atl-chc-1,4.957345971563981,3.009478672985782,7.436018957345971,4.819215913637811,3.1029062313716205,5.752843762503981,4.808802596041485,3.1477060544298627,5.572268694731617,4.8,3.2,5.4,542255,20180413-atl-chc-1
2018-04-16,20180416-phi-atl-1,4.972932330827068,3.3714285714285714,5.815037593984964,4.855679926120082,3.2838493610201946,5.197597272961852,4.8439386395837065,3.30433076042651,5.0995669582582765,4.833333333333333,3.3333333333333335,5.0,542255,20180416-phi-atl-1
2018-04-17,20180417-phi-atl-1,4.628460417678485,2.885866925692084,8.075667799902867,4.702236072025001,3.0536244977051243,6.453295378718105,4.7084365687584535,3.0949085219020946,6.239606453767863,4.714285714285714,3.142857142857143,6.028571428571429,542255,20180417-phi-atl-1
2018-04-18,20180418-phi-atl-1,4.7573354480570975,2.2317208564631246,9.506264869151467,4.750672344538006,2.71956819851975,7.38809279686449,4.750183971106842,2.794949817977869,7.093043204973968,4.75,2.875,6.800000000000001,542255,20180418-phi-atl-1
2018-04-19,20180419-nym-atl-1,4.498148244744667,3.863596056543738,8.306295967868135,4.638206211669999,3.3608647844676356,7.180127990299833,4.652885205890585,3.3403442893893067,6.951275640925548,4.666666666666667,3.3333333333333335,6.711111111111112,542255,20180419-nym-atl-1
2018-04-20,20180420-nym-atl-1,4.668384317104697,6.623593278759156,9.694945282205945,4.68872747888697,4.5672427622712695,7.90903643800351,4.694170302025823,4.3703053414035,7.59933533989618,4.7,4.2,7.280000000000001,542255,20180420-nym-atl-1
2018-04-21,20180421-nym-atl-1,4.780215763653705,5.401601379790861,9.460587439105876,4.7296286632336395,4.361307188818053,8.052388962682404,4.727859277653743,4.219357988824126,7.753626953528519,4.7272727272727275,4.090909090909091,7.436363636363637,542255,20180421-nym-atl-1
2018-04-23,20180423-atl-cin-1,4.8540462126312,4.930772075206933,11.489361423735884,4.763320035628431,4.316284165323872,8.980446795701381,4.755851437965434,4.196795015021909,8.550412213307093,4.75,4.083333333333333,8.108333333333334,542255,20180423-atl-cin-1
2018-04-24,20180424-atl-cin-1,4.567893824658872,4.618912309260711,10.722299608292127,4.672531172259109,4.278665501419907,9.006560332536495,4.682757180926629,4.177764045853302,8.613230294036828,4.6923076923076925,4.076923076923077,8.192307692307693,542255,20180424-atl-cin-1
2018-04-26,20180426-atl-cin-1,5.046903391002155,5.4153363466716735,11.484142756291979,4.82405317661997,4.589288281514069,9.46238571243487,4.803215516592297,4.435849981847602,9.014388660647338,4.785714285714286,4.285714285714286,8.535714285714286,542255,20180426-atl-cin-1
2018-04-27,20180427-atl-phi-1,5.031233141840828,5.944766602224244,9.718730238648842,4.843415689735753,4.854581148818285,9.103368226740756,4.820317658765525,4.6586950832729705,8.769795823998773,4.8,4.466666666666667,8.38,542255,20180427-atl-phi-1
2018-04-28,20180428-atl-phi-1,5.020806220210076,4.961681047183785,10.547081272887194,4.860094915906614,4.657032758553947,9.433218782182106,4.83522263573273,4.521103309691068,9.054337498405115,4.8125,4.375,8.61875,542255,20180428-atl-phi-1
2018-04-29,20180429-atl-phi-1,5.013863767166611,4.6407950118802095,13.200747544992778,4.87456910618085,4.589057979614764,10.371242710132883,4.848318457176082,4.479688180085131,9.805039575022919,4.823529411764706,4.352941176470588,9.200000000000001,542255,20180429-atl-phi-1
