Date,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,PA,Team_score,FD_points,MLB_ID,Game_ID
2018-03-29,,,,,,,,,,,,,642708,20180329-stl-nym-1
2018-03-31,4.0,9.0,19.4,4.0,9.0,19.4,4.0,9.0,19.4,4.0,9.0,19.4,642708,20180331-stl-nym-1
2018-04-01,4.0,7.199999999999999,9.56,4.0,7.44,10.872,4.0,7.469999999999999,11.035999999999998,4.0,7.5,11.2,642708,20180401-stl-nym-1
2018-04-04,4.0,4.263157894736842,8.110526315789475,4.0,5.119402985074627,9.296588486140724,4.0,5.226503132915611,9.463124916677776,4.0,5.333333333333333,9.633333333333333,642708,20180404-phi-nym-1
2018-04-09,3.5846153846153848,4.153846153846153,12.633846153846152,3.7192332268370607,4.805111821086262,12.020984025559105,3.7348040783686525,4.901239504198321,11.992265293882445,3.75,5.0,11.975,642708,20180409-nym-mia-1
2018-04-13,3.7440758293838865,4.0947867298578196,13.810900473933648,3.784715133797699,4.617339397849112,12.879023525857212,3.7921695030481373,4.706289345922003,12.794297899462894,3.8,4.8,12.719999999999999,642708,20180413-mil-nym-1
2018-04-14,3.4721804511278203,4.790977443609022,8.76421052631579,3.6264386891746914,4.896220987872287,10.281334293047955,3.6465937704510623,4.944032500021438,10.443110075881211,3.6666666666666665,5.0,10.6,642708,20180414-mil-nym-1
2018-04-15,3.3050024283632835,3.448761534725595,6.723360854783877,3.5141032657447098,4.197535478798691,8.975617093456709,3.5427772241177347,4.310781993303765,9.248050646963836,3.5714285714285716,4.428571428571429,9.514285714285714,642708,20180415-mil-nym-1
2018-04-16,3.546074544012688,3.2931007137192707,6.472450436161776,3.593142479102832,4.002736346514422,8.491583310677196,3.608244498618941,4.1230981571228815,8.782979713241678,3.625,4.25,9.075,642708,20180416-was-nym-1
2018-04-18,3.359188357414846,4.219498200406865,5.455171874184968,3.504277555078632,4.30196745721105,7.743741624587317,3.5293552648515405,4.366532086369087,8.097777919336991,3.5555555555555554,4.444444444444445,8.455555555555556,642708,20180418-was-nym-1
2018-04-19,3.5765618267987933,6.5195519172770355,5.707829383886256,3.5735007615381065,5.237287804982079,7.528171911547911,3.585332749723657,5.15550266662601,7.87206024560839,3.6,5.1,8.23,642708,20180419-nym-atl-1
