2018-04-03,20180403-bos-mia-1,,,,,,,,,,,,,543877,20180403-bos-mia-1
2018-04-08,20180408-tam-bos-1,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,543877,20180408-tam-bos-1
2018-04-10,20180410-nyy-bos-1,4.4,6.4,8.819999999999999,4.48,6.08,8.044,4.49,6.04,7.946999999999999,4.5,6.0,7.85,543877,20180410-nyy-bos-1
2018-04-11,20180411-nyy-bos-1,4.6842105263157885,10.0,9.094736842105263,4.667377398720682,8.933901918976545,8.532622601279318,4.666844420743901,8.800159978669512,8.450833222237035,4.666666666666667,8.666666666666666,8.366666666666667,543877,20180411-nyy-bos-1
2018-04-13,20180413-bal-bos-1,4.3999999999999995,8.753846153846155,7.809230769230769,4.48,8.390926517571884,7.821546325878594,4.490000000000001,8.322764894042384,7.80088224710116,4.5,8.25,7.775,543877,20180413-bal-bos-1
2018-04-15,20180415-bal-bos-1,4.246445497630331,8.080568720379146,5.96303317535545,4.368051869574803,8.066527302569796,6.697039873919044,4.384006446554551,8.036633156302699,6.76238720823702,4.4,8.0,6.82,543877,20180415-bal-bos-1
2018-04-17,20180417-bos-laa-1,4.15639097744361,6.22406015037594,3.784060150375941,4.293816087895373,7.044612605761003,5.346252033734875,4.3134381911949635,7.111059073066461,5.519674041223855,4.333333333333333,7.166666666666667,5.683333333333334,543877,20180417-bos-laa-1
2018-04-19,20180419-bos-laa-1,4.455075279261778,7.560951918406993,8.958912093249149,4.420451735017086,7.574584173719007,7.687100915643143,4.423671971803117,7.574904973385016,7.587728231963775,4.428571428571429,7.571428571428571,7.5,543877,20180419-bos-laa-1
2018-04-20,20180420-bos-oak-1,4.297224425059477,7.713243457573355,5.851356066613799,4.352058243050648,7.643785157979336,6.4366656553441715,4.363008656807531,7.635772047958893,6.501282164083643,4.375,7.625,6.5625,543877,20180420-bos-oak-1
2018-04-22,20180422-bos-oak-1,4.195503625267332,7.469146106097753,3.8488133117729912,4.299312688444425,7.547332920671573,5.472320958102936,4.315926480394094,7.553312494558757,5.658066697943376,4.333333333333333,7.555555555555555,5.833333333333333,543877,20180422-bos-oak-1
2018-04-25,20180425-bos-tor-1,4.129185695820768,5.274709177078846,4.57852994398966,4.257516348092284,6.633056427505214,5.546006617559756,4.278350856029821,6.773875429548987,5.698735518422394,4.3,6.9,5.85,543877,20180425-bos-tor-1
2018-04-26,20180426-bos-tor-1,4.085620134895117,4.844836349722158,4.046199007418661,4.223678720575594,6.287073023793629,5.211461551903808,4.247688839662819,6.468316413011445,5.40145361379189,4.2727272727272725,6.636363636363637,5.590909090909091,543877,20180426-bos-tor-1
2018-04-28,20180428-tam-bos-1,4.056858413372651,4.896959296096484,2.6869901108382566,4.195805784184355,6.126688949569834,4.562053615521627,4.222211778944075,6.317286651397863,4.845864747230979,4.25,6.5,5.125,543877,20180428-tam-bos-1
2018-04-30,20180430-kan-bos-1,4.037807722060789,5.266538514158037,1.7867008462731018,4.172516752379234,6.11162063589269,4.0194454786316784,4.200722893600536,6.2866035953271036,4.377247680942371,4.230769230769231,6.461538461538462,4.730769230769231,543877,20180430-kan-bos-1
2018-04-08,20180408-det-chw-1,,,,,,,,,,,,,543308,20180408-det-chw-1
2018-04-18,20180418-bal-det-1,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,543308,20180418-bal-det-1
2018-04-20,20180420-kan-det-2,3.5999999999999996,4.0,15.419999999999998,3.52,3.6,13.363999999999999,3.51,3.55,13.107,3.5,3.5,12.85,543308,20180420-kan-det-2
2018-04-25,20180425-det-pit-2,3.789473684210525,3.052631578947368,9.536842105263156,3.692963752665245,3.023454157782516,9.629424307036247,3.679909345420611,3.0125316624450074,9.602359685375284,3.6666666666666665,3.0,9.566666666666666,543308,20180425-det-pit-2
2018-04-29,20180429-det-bal-1,3.8769230769230765,3.0307692307692307,8.067692307692306,3.7791693290734822,3.016869009584665,8.610402555910543,3.7647960815673733,3.0092083166733308,8.647028588564575,3.75,3.0,8.675,543308,20180429-det-bal-1
2018-04-30,20180430-tam-det-1,3.9241706161137437,3.0189573459715637,12.149289099526065,3.8306726223042444,3.0129347302406484,10.963551661345244,3.815673834830573,3.007216434621377,10.821620757102455,3.8,3.0,10.680000000000001,543308,20180430-tam-det-1
2018-04-04,20180404-phi-nym-1,,,,,,,,,,,,,571437,20180404-phi-nym-1
2018-04-13,20180413-phi-tam-1,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,571437,20180413-phi-tam-1
2018-04-16,20180416-phi-atl-1,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,571437,20180416-phi-atl-1
2018-04-20,20180420-pit-phi-1,4.0,1.526315789473684,1.4210526315789471,4.0,1.6396588486140726,1.0810234541577823,4.0,1.6532462338354885,1.0402612984935342,4.0,1.6666666666666667,1.0,571437,20180420-pit-phi-1
2018-04-25,20180425-ari-phi-1,3.5846153846153848,1.723076923076923,0.8307692307692308,3.7192332268370607,1.7408306709265178,0.7775079872204472,3.7348040783686525,1.745203918432627,0.7643882447021192,3.75,1.75,0.75,571437,20180425-ari-phi-1
2018-04-26,20180426-ari-phi-1,3.7440758293838865,2.981042654028436,10.37772511848341,3.784715133797699,2.5009513232784317,6.590062958819542,3.7921695030481373,2.4492598417502847,6.158294565682028,3.8,2.4,5.74,571437,20180426-ari-phi-1
